mass,ctau,acc_allbins,trigsf_unc,oneminuseff
10.0,10.0,0.19436124794432813,0.314,0.19881268157130227
10.0,15.0,0.15009300655154353,0.085,0.2155963302752294
10.0,20.0,0.1277815516036475,0.085,0.2155963302752294
10.0,25.0,0.11090771367492873,0.085,0.2155963302752294
10.0,30.0,0.09783217974519923,0.085,0.2155963302752294
10.0,35.0,0.08744945639033828,0.085,0.2155963302752294
10.0,40.0,0.0790252468647858,0.085,0.2155963302752294
10.0,45.0,0.07206246845817832,0.085,0.2155963302752294
10.0,50.0,0.06621593542114898,0.085,0.2155963302752294
10.0,55.0,0.061239808016099476,0.085,0.2155963302752294
10.0,60.0,0.056954695733687846,0.085,0.2155963302752294
10.0,65.0,0.053226918469799774,0.085,0.2155963302752294
10.0,70.0,0.04995500280156828,0.085,0.2155963302752294
10.0,75.0,0.047060500896950797,0.085,0.2155963302752294
10.0,80.0,0.04448193698808172,0.085,0.2155963302752294
10.0,85.0,0.04217043046429244,0.085,0.2155963302752294
10.0,90.0,0.04008668656453495,0.085,0.2155963302752294
10.0,95.0,0.03819867039904583,0.085,0.2155963302752294
10.0,100.0,0.0364801531581342,0.085,0.2155963302752294
12.0,0.1,0.1044701869100864,0.085,0.2950441492323602
12.0,0.2,0.17480160817719154,0.085,0.2950441492323602
12.0,0.4,0.23253120247347434,0.085,0.2950441492323602
12.0,0.6,0.25482237560625487,0.085,0.2950441492323602
12.0,0.8,0.2651643465896127,0.085,0.2950441492323602
12.0,1.0,0.27024383052284673,0.085,0.2950441492323602
12.0,2.0,0.2752983889907928,0.127,0.20385770385770385
12.0,4.0,0.26171575975701683,0.127,0.20385770385770385
12.0,6.0,0.24531884432446682,0.127,0.20385770385770385
12.0,8.0,0.22890406320939757,0.127,0.20385770385770385
12.0,10.0,0.2134194361606491,0.127,0.20385770385770385
12.0,15.0,0.17857750301960676,0.127,0.197452229299363
12.0,20.0,0.15468608290640704,0.127,0.197452229299363
12.0,25.0,0.13588917614751278,0.127,0.197452229299363
12.0,30.0,0.12093322316366631,0.127,0.197452229299363
12.0,35.0,0.10883031049418875,0.127,0.197452229299363
12.0,40.0,0.09886956607880183,0.127,0.197452229299363
12.0,45.0,0.09054505118902396,0.127,0.197452229299363
12.0,50.0,0.08349272322026774,0.127,0.197452229299363
12.0,55.0,0.07744643308595772,0.127,0.197452229299363
12.0,60.0,0.07220810072646874,0.127,0.197452229299363
12.0,65.0,0.06762756824088278,0.127,0.197452229299363
12.0,70.0,0.06358941971901219,0.127,0.197452229299363
12.0,75.0,0.060003392633585576,0.127,0.197452229299363
12.0,80.0,0.056798066501406765,0.127,0.197452229299363
12.0,85.0,0.053916224533962616,0.127,0.197452229299363
12.0,90.0,0.051311474778232884,0.127,0.197452229299363
12.0,95.0,0.04894585444953549,0.127,0.197452229299363
12.0,100.0,0.04678804350588012,0.127,0.197452229299363
15.0,0.1,0.10327632335714751,0.085,0.3145684877276326
15.0,0.2,0.17331943312738327,0.085,0.3145684877276326
15.0,0.4,0.23105526822395298,0.085,0.3145684877276326
15.0,0.6,0.2530253326060279,0.085,0.3145684877276326
15.0,0.8,0.26327936187184137,0.085,0.3145684877276326
15.0,1.0,0.26847236734939917,0.085,0.3145684877276326
15.0,2.0,0.2755490089644701,0.314,0.20134730538922152
15.0,4.0,0.26809741044447083,0.314,0.20134730538922152
15.0,6.0,0.2566091097592376,0.314,0.20134730538922152
15.0,8.0,0.24402702875759114,0.314,0.20134730538922152
15.0,10.0,0.23130071398493623,0.314,0.20134730538922152
15.0,15.0,0.19700307674827236,0.314,0.21708805579773327
15.0,20.0,0.1734983030980918,0.314,0.21708805579773327
15.0,25.0,0.1542739535481324,0.314,0.21708805579773327
15.0,30.0,0.13856307878142057,0.314,0.21708805579773327
15.0,35.0,0.1255972421736713,0.314,0.21708805579773327
15.0,40.0,0.11476450930295262,0.314,0.21708805579773327
15.0,45.0,0.10560251492889869,0.314,0.21708805579773327
15.0,50.0,0.097765049993358,0.314,0.21708805579773327
15.0,55.0,0.09099131964950294,0.314,0.21708805579773327
15.0,60.0,0.08508270624333338,0.314,0.21708805579773327
15.0,65.0,0.07988598234276886,0.314,0.21708805579773327
15.0,70.0,0.07528145072357542,0.314,0.21708805579773327
15.0,75.0,0.07117441263264628,0.314,0.21708805579773327
