mass,ctau = 1,ctau = 10,ctau = 100,what
0.33399999999999996,1.2085508408329173e-08,4.215887553095507e-08,3.2883120666673176e-07,BRbrULupup
0.33399999999999996,1.4602935601762845e-09,5.256307439613624e-09,3.7602039046488494e-08,BRbrULdowndown
0.33399999999999996,4.62760712428383e-09,1.7365254663588393e-08,1.6290287762459907e-07,BRbrULobs
0.33399999999999996,0.0946987,0.40701,0.663207,Significance
0.33399999999999996,0.0948724,0.407017,0.663207,posSignificance
0.336,781.853184937257,3031.5323759765397,22280.779812589386,xsecBRbrUL
0.336,267.6177301113646,221.11654078852737,171.30782541975088,nevtUL
0.336,540.1750542298416,400.0344375112429,329.70118114487036,nevtULup
0.336,158.37150374858382,137.55379161951217,102.22949375095982,nevtULdown
0.336,813.2737037189612,671.8401492025554,520.5215230814318,nevtULupup
0.336,108.721817409971,96.73395105714044,70.24505946051785,nevtULdowndown
0.336,293.1953538742208,229.82477344183326,201.88413996155705,nevtULobs
0.336,5.878595375468097e-09,2.2793476511101802e-08,1.6752466024503294e-07,BRbrUL
0.336,1.1865695798321572e-08,4.123696726860802e-08,3.224200541822557e-07,BRbrULup
0.336,3.4788501836366832e-09,1.417953223721479e-08,9.997185572631015e-08,BRbrULdown
0.336,1.7864687185272077e-08,6.925566312431258e-08,5.090263161696186e-07,BRbrULupup
0.336,2.388225820362419e-09,9.971678434295601e-09,6.869376627238785e-08,BRbrULdowndown
0.336,6.440443429052658e-09,2.3691151989057885e-08,1.9742572689280774e-07,BRbrULobs
0.336,0.273181,0.332348,0.299707,Significance
0.336,0.273181,0.332343,0.299708,posSignificance
0.33799999999999997,625.5055870604599,2468.9931911283757,19439.886082478715,xsecBRbrUL
0.33799999999999997,222.8908696630245,187.9043003159898,157.36090172995424,nevtUL
0.33799999999999997,449.90282525376296,379.2553434920392,317.6052691881858,nevtULup
0.33799999999999997,120.65623799473616,95.18312975087329,73.44356825553241,nevtULdown
0.33799999999999997,677.3550678025905,571.0230259149089,478.18886790856766,nevtULupup
0.33799999999999997,77.49050462368109,61.66260852941574,45.49939303590433,nevtULdowndown
0.33799999999999997,254.30974699226246,166.95870908947455,127.67816629180606,nevtULobs
0.33799999999999997,4.703049526770375e-09,1.85638585799126e-08,1.4616455701111815e-07,BRbrUL
0.33799999999999997,9.493054931327118e-09,3.746823542847509e-08,2.9500741902809894e-07,BRbrULup
0.33799999999999997,2.5458748663008723e-09,9.403542957331259e-09,6.821800397285278e-08,BRbrULdown
0.33799999999999997,1.4292350493767018e-08,5.6413773825995245e-08,4.441653757516518e-07,BRbrULupup
0.33799999999999997,1.635067787435971e-09,6.091909245736287e-09,4.226207751897867e-08,BRbrULdowndown
0.33799999999999997,5.3659951933125955e-09,1.6494555255040264e-08,1.1859377018606222e-07,BRbrULobs
0.33799999999999997,0.28169,-0.0159143,-0.0208605,Significance
0.33799999999999997,0.281688,0.0,0.0,posSignificance
0.34,505.8234289895504,1779.4017661940832,13055.302176260184,xsecBRbrUL
0.34,187.38929880614685,141.09626620757803,111.01737809350234,nevtUL
0.34,372.63627320733764,271.61228637608747,224.08567963772808,nevtULup
0.34,106.32887025281363,81.91794974278802,61.52770352170012,nevtULdown
0.34,569.4554614882907,428.7763142922509,337.37690764398894,nevtULupup
0.34,68.81072746858509,54.00662903524531,39.012130856150435,nevtULdowndown
0.34,442.6738018308976,261.6242182869668,150.74287362816528,nevtULobs
0.34,3.8031836766131615e-09,1.3378960648075811e-08,9.816016673879836e-08,BRbrUL
0.34,7.562887532026033e-09,2.575468641823212e-08,1.9813373414827334e-07,BRbrULup
0.34,2.1580112966672493e-09,7.767583476429019e-09,5.4402020120297895e-08,BRbrULdown
0.34,1.1557456746401142e-08,4.0657216451805085e-08,2.983044103263001e-07,BRbrULupup
0.34,1.39655699205709e-09,5.120989973857782e-09,3.449403449656569e-08,BRbrULdowndown
0.34,8.98434322511235e-09,2.480760274616631e-08,1.3328494929472984e-07,BRbrULobs
0.34,1.59197,1.0491700000000002,0.261183,Significance
0.34,1.59197,1.04916,0.261177,posSignificance
0.342,586.953698216181,2840.3332681264155,19569.95745061496,xsecBRbrUL
0.342,225.77680870432468,234.3356614252071,174.46802367419997,nevtUL
0.342,455.7174170807544,465.05541224101233,352.2102461841088,nevtULup
0.342,131.07413214379915,122.36570221361856,89.24530540760685,nevtULdown
0.342,686.0953194866746,712.1289405857028,530.233114308507,nevtULupup
0.342,86.43211556798822,85.13825889409594,55.89525155245817,nevtULdowndown
0.342,453.89218982722895,275.3022850339974,141.72603531711152,nevtULobs
0.342,4.413185700873541e-09,2.13558892340332e-08,1.4714253722266892e-07,BRbrUL
0.342,8.907759836988454e-09,4.2382246949112336e-08,2.970464625433503e-07,BRbrULup
0.342,2.562063344995553e-09,1.115164617551304e-08,7.526754987154214e-08,BRbrULdown
0.342,1.3410881616987165e-08,6.48989858521882e-08,4.471870782724328e-07,BRbrULupup
0.342,1.6894603954670413e-09,7.75896940082707e-09,4.7140839673214286e-08,BRbrULdowndown
0.342,8.872082714690867e-09,2.5089331556728465e-08,1.1952865624254337e-07,BRbrULobs
0.342,0.580903,0.0038141,-0.0152118,Significance
0.342,0.580904,0.0,0.0,posSignificance
0.344,583.1179623976835,2792.298909672544,18760.266737087964,xsecBRbrUL
0.344,232.61400694352332,239.38407102726623,175.01539863310802,nevtUL
0.344,469.5068338842276,476.0774736379905,353.2627548235146,nevtULup
0.344,138.73630184408157,122.19051332899352,87.60563742435095,nevtULdown
0.344,706.8728943730072,727.5054890059685,531.9018634451089,nevtULupup
0.344,94.48896509903904,83.23988482286207,54.69843320458356,nevtULdowndown
0.344,258.7010062811753,201.84284026313298,116.54634827834278,nevtULobs
0.344,4.384345581937471e-09,2.0994728644154468e-08,1.4105463712096215e-07,BRbrUL
0.344,8.849339039714596e-09,4.175347728749151e-08,2.8471408846967566e-07,BRbrULup
0.344,2.614923753031452e-09,1.071648860855057e-08,7.06062523249584e-08,BRbrULdown
0.344,1.332325207822975e-08,6.38044973638764e-08,4.2868927487629854e-07,BRbrULupup
0.344,1.7809429540259689e-09,7.300397168145773e-09,4.40845074605805e-08,BRbrULdowndown
0.344,4.876037470121184e-09,1.7702245775606428e-08,9.393117972800502e-08,BRbrULobs
0.344,0.329421,-0.00828616,-0.0182627,Significance
0.344,0.329423,0.0,0.000988988,posSignificance
0.34600000000000003,469.19689111887686,1761.5569297077163,12459.37487209989,xsecBRbrUL
0.34600000000000003,193.88324597440646,156.7337735076244,121.42151050701278,nevtUL
0.34600000000000003,382.4557414269688,301.673718513685,245.09441016796933,nevtULup
0.34600000000000003,111.01511187009054,90.98096272634943,67.64401048894686,nevtULdown
0.34600000000000003,589.1869184715292,476.27558557819,368.97198157019346,nevtULupup
0.34600000000000003,71.94024360744413,59.988909633894146,43.18573740746683,nevtULdowndown
